,Tweets,Personal_attack
216,@Unknown__2b @UN @WHO @EU_Commission We Demand @UN &amp; @WHO &amp; #WolrdLeaders To #EndGreyhoundRacing #YulinDCMT #SKoreaDCMT #HorseMeatTRade #EndTrophyHunting #EndWildlifeTrade #CancelAnimalAg #DismantleDairy #CloseZoos #CloseAquariums #CloseCircuses #EndAnimalSacrifices #EndLiveExport,0
217,@MojackMarine Not for me. I liked Pete a lot. I liked all of them. Biden has experience in the executive branch. He can reconstruct it. How about Pete for Veep?,0
218,@TimRunsHisMouth Education crisis because of all the homeschooling.,0
219,@Unknown__2b @UN @WHO @EU_Commission #EndHorseRacing #ClosePuppyMills #AnimalCaptivity #CloseAnimalKillShelters #EndDogFighting #EndWildLifeTourism #EndBullfighting #EndGalgoHunting #EndFoxHunting #EndBadgerCulling #EndAnimalTrapping #EndMulesing #CloseFurFarms #CloseBigCatfarms #CloseFishFarms #EndBeastiality,0
220,"@thndrbck #Buttigieg2020 for anything. House, Senate, SENIOR admin position. He is a MAJOR part of the SOLUTION.",0
221,Live Export at Ramsgate this evening 3 lorry’s injured sheep Sheep coughing Bald tyres on lorry and lorry signs in Dutch  #BanLiveExports #AnimalAbuse #AnimalRights #GoVegan #FridayThoughts https://t.co/n8xSDW330l,0
222,@BookstoreThor @TimRunsHisMouth Education crisis because of the failed public education system. The public education system has become a cesspool of Liberal/Socialist/Communist indoctrination.,0
223,"@MojackMarine Maggie, Olive &amp; Jake",0
224,"@defundNPRnow He said they banned it, but he had some left. I got a bump. We talked about how climate Change is a scam.",0
225,@joelle47019650 Coughing sheep,0
226,@corgiwrangler1 @MojackMarine My dad has one. Half the time he looks like he's been spatchcocked.,0
227,@tweettruth2me Was he a soy boy?,0
228,@greennomad61 We always see the Sheep coughing Kras,0
229,"We can have theological disagreements, but ALL people deserve equal treatment in public spaces - don’t hide your hate behind ‘religion’",0
230,There’s a burger place in Auckland CBD (which will remain unnamed) whose veggie option is called the “Animal Rights Burger”. That’s so pretentious and unnecessary. Just call it the “Moral High Ground Burger”,0
231,@genelobbe5 Heck no.,0
232,"@Gloomy_Halloumi Do they serve it wrapped in Tom Regan's ""The Case for Animal Rights""? With a Freelee book on the side? A missed opportunity if not",0
233,@JoshuaCole https://t.co/005VMry8v2 Time to get over yourself and work for the constituents that put you in office. Though it will be a one and done appointed position in Stafford county Virginia.,0
234,@tweettruth2me Haha I think I bug people at work with the same stuff. I don’t understand how people would rather act like nothing ever happens.,0
235,"@keezeeahhh Sadly no, but I wouldn’t be surprised if they did.",0
236,@scott49274256 @JoshuaCole That is exactly what he is doing though Scott49274256. So many of us are thrilled by the work Joshua Cole is doing! Did you hear they raised the minimum wage today? Fantastic!,0
237,"@patriotic_pete1 Ah yes, lend power to the side that denies evolution and climate change because I don't want to promote ""anti-science"" rhetoric. Makes perfect sense.",0
238,@TimeToSpeakUp4 @JoshuaCole What all 5 of you are proud? One and done. https://t.co/6NkdpDoi1Z,0
239,"The reasons I am a socialist are the same reasons why I believe in animal rights—a hatred of oppression and hierarchy, a belief that there is a duty to eliminate unnecessary suffering. Here is a compelling argument for why socialists ought to be vegans: https://t.co/7usI5R7497",0
240,@DarkMatter2525 Claiming men can get pregnant is a good starter. Not to mention advocatong kids having the right to take puberty blockers when they can’t even say their ABC’s because “tolerance”,0
241,"@NathanJRobinson I’ll buy you a one way ticket to Venezuela if you’d like, you would be more suited there.",0
242,@patriotic_pete1 Why would anyone be worried about toddlers starting puberty? Are you sure you're even familiar with these issues? These concerns of yours are no where near the existential threats I'm talking about. Maybe you should adjust your priorities.,0
243,@denyell23 @NathanJRobinson https://t.co/IQoamZ2LeD,0
244,150 seguidores menos al enunciar está premisa básica en la cual está fundamentada nuestra convivencia en una república de separación de poderes y no sujeción a religión o teología alguna.,0
245,What are your favorite workshop activities for teens? We’re talking about food systems and climate change,0
246,I’d like to alert the fierce animal lovers out there that I just ate a chimichanga and didn’t share with my dog. Now he’s pouty and mad. Y’all go ahead and unleash the animal rights kraken on me.  I am a monstrous beast.,0
247,"@ovallelex Y así es como nos logran dividir, no entiendo si es falta o delito o algo el que se pongan a orar, se que el estado laico no está sujeto a religión como católicos o evangélicos o alguna. Que estés sujeto entiendo es que obedecer pero allí solo es una oracion. Es duda ",0
248,@jillpineau basic anti-o + personal narrative workshop (a reflection around what experience radicalized you and available on google i believe!),0
249,@ZenAndHopscotch Was it a free-range chimichanga?,0
250,"@babydoufu Oh sweet, I have basic anti-o throughout but I haven’t heard of personal narrative!!",0
251,@cesarfuentesz @ovallelex El puede manifestarse personalmente. Pero no como jefe de gobierno.,0
252,@Defy_Deception  I do believe the package said it was from free range chimichangas,0
253,"Whoa I did NOT expect this to be quite so popular (thanks @MargaretAtwood!) but am delighted to have shared video + content w 163 colleagues from Kyrgyzstan to Rwanda, Bolivia to the Netherlands as a result! Climate change affects us all &amp; only by working together will we fix it!",0
254,"Mais comment tu peux être féministe et musulmane, c’est incompatible. C’est que tu n’as rien compris à ta religion",0
255,"@KHayhoe That’s wonderful to hear! I only know of the very-famous-one-turned-into-TV-show (which was great, I read the book when I was a teenager). Which one would you recommend that has a strong climate theme?",0
256,i wanna start a petition or something to shut down *that* zoo that isn’t in muscat and i need help. so many animal rights violations it’s crazy,0
257,@Prof_FSultana the MaddAddam trilogy!,0
258,"@mini_jasmimi Le féminisme c’est l’idée que les femmes ont droit à une égalité parfaite vis à vis des hommes au niveau politique, sociale, économique, culturelle. Les hommes et les femmes sont différents mais égaux. C’est tous ce qu’on veut rien de plus. Tous les êtres humains sont égaux.",0
259,@dareenalhabsi wait what? I had no idea that there was a zoo in Oman,0
260,"@KHayhoe Ooh, cool, thanks! :)",0
261,@chasianas1 @mini_jasmimi Bah elle a raison alors car en islam sa marche pas du tout comme sa. L’islam et les débat sociaux n’ont jamais eu de point en ccommun toute facon,0
262,"@dareenalhabsi ohh nvm, I remember now",0
263,I can’t believe people are actually going to church during a pandemic.  I swear the older I get the less I understand religions.  I have nothing against religion but if God is so great wouldn’t he understand if you prayed at home during this time and missed a few Sunday’s?,0
264,"20-12 #EU #italy #Menfi #Agrigento #Sicilia they point at the lifeless little body of this creature hanging from a tree, are there authorities that do something with this #EveryLifeIsPrecious #AnimalRights https://t.co/M9g1r6rpNr",0
265,"@EdroDrizzo I say that for one you absolutely need those who are climate change skeptics on your side and also because there has been a lot of use of fear mongering tactics to try to force changes pertaining to climate change, which will only create more resistance.",0
266,@SwanyPlaysGames Idk god didn’t seem to care about the earthquake in Lisbon so he might smite you for not going to church,0
267,"@NateAcreman1 I agree with you, and I'm working on being more inclusive in my speech, but let's be honest, when people deny the obvious facts and overwhelming evidence, you can't appeal to their other senses. They don't want to hear anything that doesn't fit their narrative.",0
268,"@NateAcreman1 I don't even want to be mean toward anyone, I'm just stating the obvious. How can we make any progress when we can't even agree on the basic facts? I'm making an effort to reach across the aisle, but others have to be willing to come together around some basic principles...",0
269,@Unknown__2b People must be pushed for all their hideous crimes. This is a murder &amp; this life mattered. I am so sick of the evil people do &amp; the governments that do not make it a criminal offense deserving of jail time. Cats can live up to 30 years. Give it a 30 year sentence. #aYearForAYear,0
270,@PeasantBoy17 @SwanyPlaysGames Satan's in control,0
271,"@NateAcreman1 We could start with American values. I don't think we even agree on what America is all about. I'm interested in solutions, not just the excuses for not doing anything.",0
272,"@SunnyEvergreen2 totally agreed with you Sunny, they are the ones who can stop this",0
273,"A LONG time ago, after my children announced their rejection of organized religion, they still wanted to have Easter. I told them if they didn't want to go to Church, why celebrate Easter? They were so certain family was that important! That! THIS is ""religion"". This is faith.",0
274,"Over the next 5 years, a lot of people with the means to do so are going to leave California. Not because of its governance or politics, but because of climate change, which our nation and world have failed to address. Hard to fathom the changes to come and their repercussions.",0
275,"@ianbassin And where are they going to go? Iowa, Louisiana, AZ, TX, FL? Climate change is everywhere.",0
276,"Despite the fact that pigs are highly intelligent, sentient beings who feel pain as much as we do, they are regarded in terms of “commodities,” and profits by the factory-farming industry. Like many other animals, pigs are not even perceived as living being #vegan #animalrights https://t.co/GayvHffmNo",0
277,"@GolfSoBad I became an atheist after being raised catholic, and I still gather for the holidays, as coming from a family of 7 children they are logical gathering times that with all of our busy lives may never happen without.",0
278,"@BabiesFree @ianbassin Ca and the gulf coast will move north. Washington, Idaho, etc, should prepare NOW. People will be moving en Masse as infrastructure in Aforementioned areas stops being reliable (power, levies, etc)",0
